city,year,month,day,avg(la),avg(AQI),avg(lo)
青岛,2019,2,6,35.0,148.74285714285713,119.0
海口,2018,8,6,19.0,22.20689655172414,110.0
北京,2018,8,17,39.0,59.31578947368421,117.0
上海,2019,2,28,31.0,61.16120218579235,120.0
上海,2019,2,11,30.0,34.91935483870968,120.0
海口,2019,2,3,19.0,21.543478260869566,110.0
北京,2019,2,10,39.0,53.32941176470588,117.0
厦门,2019,1,29,24.0,38.96666666666667,118.0
成都,2019,1,24,30.0,129.1213389121339,104.0
上海,2018,8,16,30.0,25.43243243243243,120.0
成都,2019,1,11,31.0,83.82098765432099,104.0
海口,2019,1,6,19.0,35.212765957446805,110.0
北京,2018,8,8,40.0,30.125,116.0
昆明,2019,2,6,24.0,35.26829268292683,102.0
厦门,2018,8,1,25.0,48.1,118.0
北京,2018,8,17,38.0,55.083333333333336,115.0
厦门,2018,8,27,25.0,28.75,118.0
北京,2019,2,2,38.0,134.47058823529412,117.0
郑州,2019,2,18,35.0,106.90163934426229,112.0
天津,2019,2,18,38.0,121.02941176470588,117.0
青岛,2018,8,15,36.0,33.63813229571984,120.0
郑州,2018,8,21,33.0,58.21311475409836,113.0
天津,2019,2,23,39.0,207.14563106796118,116.0
济南,2019,1,21,36.0,124.93333333333334,115.0
昆明,2019,1,29,24.0,42.472527472527474,102.0
青岛,2019,1,16,35.0,64.30188679245283,119.0
济南,2019,2,2,36.0,118.84444444444445,115.0
乌鲁木齐,2018,8,26,43.0,165.26666666666668,87.0
昆明,2019,2,4,25.0,34.25,102.0
厦门,2019,1,15,25.0,48.45,119.0
郑州,2019,1,30,33.0,241.73846153846154,113.0
上海,2019,1,23,31.0,133.01282051282053,121.0
济南,2018,8,9,37.0,53.0,116.0
济南,2019,1,4,36.0,250.2289156626506,117.0
海口,2019,1,11,20.0,48.59375,110.0
郑州,2019,2,14,34.0,126.3913043478261,114.0
郑州,2019,2,6,33.0,253.18421052631578,113.0
厦门,2019,1,7,24.0,32.83157894736842,118.0
天津,2018,8,16,39.0,55.57990867579909,117.0
厦门,2018,8,10,25.0,59.578947368421055,117.0
成都,2019,1,4,31.0,77.30057803468208,104.0
济南,2019,1,23,36.0,100.12142857142857,116.0
郑州,2019,2,15,35.0,125.6218487394958,112.0
成都,2018,8,13,30.0,68.00840336134453,104.0
青岛,2019,1,3,37.0,194.4878048780488,119.0
昆明,2018,8,3,24.0,25.79245283018868,102.0
济南,2018,8,4,36.0,70.45454545454545,115.0
青岛,2018,8,24,35.0,53.0,120.0
成都,2019,2,20,31.0,86.31351351351351,104.0
上海,2019,2,9,31.0,34.951388888888886,120.0
上海,2019,2,19,30.0,36.0,120.0
海口,2019,1,23,20.0,68.94736842105263,110.0
济南,2018,8,7,36.0,72.6923076923077,115.0
济南,2019,1,20,36.0,72.89019607843137,117.0
厦门,2018,8,20,25.0,31.647058823529413,119.0
乌鲁木齐,2018,8,15,43.0,69.50617283950618,87.0
厦门,2019,1,24,25.0,71.83870967741936,119.0
乌鲁木齐,2019,1,4,44.0,157.13513513513513,87.0
郑州,2018,8,27,34.0,86.7,114.0
乌鲁木齐,2018,8,2,42.0,53.333333333333336,89.0
郑州,2018,8,4,35.0,107.02564102564102,112.0
海口,2018,8,4,19.0,28.86842105263158,110.0
海口,2019,2,19,19.0,26.0,110.0
昆明,2019,2,16,24.0,41.23478260869565,102.0
北京,2018,8,23,38.0,61.04838709677419,115.0
厦门,2018,8,20,25.0,27.75,118.0
上海,2018,8,2,32.0,41.51898734177215,120.0
济南,2019,2,11,36.0,111.28148148148148,116.0
北京,2019,1,8,40.0,30.38053097345133,116.0
成都,2019,1,16,31.0,73.80952380952381,103.0
厦门,2019,2,26,25.0,32.08695652173913,118.0
成都,2018,8,2,31.0,25.923076923076923,103.0
乌鲁木齐,2019,2,11,44.0,146.38888888888889,87.0
厦门,2019,2,6,24.0,94.73333333333333,118.0
上海,2019,1,27,31.0,38.53191489361702,121.0
济南,2019,2,25,37.0,193.81159420289856,116.0
厦门,2018,8,23,25.0,37.625,119.0
北京,2019,1,24,40.0,77.06194690265487,116.0
上海,2019,2,13,31.0,47.423312883435585,120.0
海口,2019,2,5,19.0,42.47727272727273,110.0
昆明,2019,2,11,24.0,49.12765957446808,102.0
济南,2019,2,13,36.0,100.71532846715328,116.0
青岛,2019,1,24,35.0,140.078125,119.0
厦门,2019,2,16,25.0,21.071428571428573,119.0
北京,2019,2,9,38.0,40.63636363636363,117.0
青岛,2018,8,8,37.0,58.31578947368421,119.0
济南,2018,8,5,36.0,58.58064516129032,115.0
海口,2019,2,11,20.0,32.04225352112676,110.0
天津,2019,1,12,39.0,287.9512195121951,117.0
上海,2018,8,24,31.0,69.97931034482758,120.0
上海,2018,8,26,31.0,22.594594594594593,121.0
天津,2019,1,6,39.0,90.3821138211382,118.0
成都,2018,8,26,31.0,63.578947368421055,104.0
上海,2018,8,12,32.0,42.8,121.0
郑州,2018,8,2,33.0,64.47560975609755,113.0
济南,2019,2,10,36.0,67.33333333333333,116.0
厦门,2019,1,27,24.0,43.87301587301587,118.0
济南,2018,8,26,37.0,65.0,116.0
青岛,2019,2,15,36.0,65.49034749034749,120.0
济南,2018,8,12,37.0,74.33333333333333,116.0
天津,2018,8,25,39.0,74.70700636942675,116.0
郑州,2018,8,19,34.0,18.34375,113.0
天津,2019,1,11,39.0,274.0420168067227,118.0
青岛,2019,1,5,35.0,87.15217391304348,120.0
昆明,2019,2,7,25.0,48.096774193548384,103.0
郑州,2018,8,9,33.0,60.13513513513514,113.0
郑州,2019,1,3,35.0,190.62983425414365,113.0
乌鲁木齐,2018,8,15,43.0,38.5,88.0
天津,2019,6,9,39.0,28.99468085106383,116.0
郑州,2018,8,21,34.0,77.515625,113.0
成都,2019,1,12,31.0,96.7877094972067,104.0
昆明,2019,1,27,25.0,42.7710843373494,102.0
青岛,2019,1,5,35.0,87.13888888888889,119.0
青岛,2019,1,6,36.0,68.00305810397553,120.0
天津,2019,1,15,39.0,60.49261083743843,116.0
厦门,2019,1,16,24.0,29.229885057471265,118.0
济南,2018,8,24,36.0,72.40579710144928,116.0
成都,2019,2,6,30.0,109.04743083003953,104.0
乌鲁木齐,2018,8,4,43.0,51.833333333333336,87.0
上海,2019,2,28,32.0,53.62068965517241,120.0
上海,2018,8,17,30.0,18.3,120.0
乌鲁木齐,2019,1,14,44.0,241.94444444444446,87.0
济南,2018,8,23,36.0,62.44761904761905,116.0
济南,2019,6,10,37.0,64.875,116.0
济南,2018,8,2,35.0,80.5,115.0
昆明,2018,8,10,25.0,51.53333333333333,103.0
青岛,2018,8,17,36.0,38.97802197802198,120.0
天津,2019,2,8,39.0,48.973333333333336,116.0
成都,2019,1,13,30.0,114.93410852713178,104.0
郑州,2019,1,19,34.0,217.71794871794873,114.0
青岛,2019,2,5,36.0,115.19877675840979,120.0
上海,2019,2,4,30.0,129.50704225352112,120.0
厦门,2018,8,21,25.0,44.166666666666664,117.0
上海,2018,8,15,31.0,34.471698113207545,120.0
成都,2019,1,25,30.0,128.65740740740742,103.0
天津,2018,8,15,39.0,35.25165562913907,116.0
乌鲁木齐,2019,1,20,43.0,117.13432835820896,87.0
上海,2019,2,25,32.0,106.19047619047619,120.0
厦门,2018,8,16,25.0,32.833333333333336,118.0
天津,2019,1,23,39.0,70.8125,118.0
乌鲁木齐,2018,8,3,43.0,69.44117647058823,87.0
青岛,2018,8,22,36.0,48.448160535117054,120.0
青岛,2019,1,8,37.0,47.608695652173914,119.0
郑州,2019,1,30,34.0,220.22857142857143,114.0
北京,2019,1,21,39.0,61.62450592885376,116.0
郑州,2019,2,24,35.0,147.74045801526717,112.0
上海,2018,8,8,31.0,47.91796875,120.0
青岛,2019,2,22,36.0,164.72318339100346,120.0
天津,2019,2,3,40.0,118.07936507936508,116.0
郑州,2019,1,1,35.0,137.75675675675674,112.0
济南,2018,8,10,35.0,70.27777777777777,115.0
上海,2019,1,5,31.0,39.83203125,120.0
青岛,2019,1,23,36.0,127.29166666666667,119.0
青岛,2018,8,10,37.0,53.725,119.0
郑州,2019,1,15,33.0,175.04,113.0
北京,2018,8,7,40.0,74.85714285714286,116.0
海口,2018,8,9,20.0,26.666666666666668,110.0
郑州,2019,1,30,35.0,162.89473684210526,112.0
乌鲁木齐,2019,2,2,42.0,119.02083333333333,89.0
郑州,2019,2,7,35.0,94.52127659574468,113.0
济南,2019,1,29,36.0,107.20779220779221,117.0
济南,2019,2,17,36.0,111.34615384615384,115.0
郑州,2019,1,9,33.0,101.98850574712644,113.0
北京,2018,8,9,39.0,59.15686274509804,117.0
昆明,2018,8,12,25.0,50.76315789473684,103.0
济南,2019,1,2,36.0,165.66260162601625,117.0
青岛,2019,2,4,35.0,133.48611111111111,119.0
天津,2019,2,7,39.0,34.19634703196347,117.0
郑州,2019,1,23,34.0,99.21186440677967,113.0
厦门,2018,8,22,24.0,54.25925925925926,117.0
昆明,2018,8,15,25.0,66.54545454545455,102.0
北京,2018,8,14,40.0,33.10909090909091,116.0
济南,2019,1,20,36.0,77.0625,115.0
上海,2018,8,1,32.0,43.134328358208954,120.0
海口,2019,1,15,20.0,34.953125,110.0
成都,2019,2,20,30.0,74.1822033898305,104.0
北京,2019,1,24,38.0,67.23809523809524,117.0
济南,2019,1,9,36.0,73.63636363636364,115.0
郑州,2019,2,17,34.0,141.87218045112783,113.0
北京,2019,1,16,38.0,86.75,117.0
天津,2019,1,25,39.0,56.199203187250994,117.0
天津,2019,2,20,40.0,39.5609756097561,116.0
郑州,2019,2,11,33.0,107.75,113.0
郑州,2019,1,21,34.0,75.64960629921259,113.0
厦门,2019,1,30,24.0,49.26627218934911,118.0
北京,2019,1,3,39.0,164.84848484848484,117.0
郑州,2019,2,19,35.0,151.22674418604652,113.0
厦门,2018,8,13,24.0,42.93076923076923,118.0
济南,2019,2,27,37.0,197.2608695652174,116.0
厦门,2019,1,21,25.0,85.5,118.0
厦门,2019,1,9,24.0,29.216216216216218,118.0
成都,2019,1,15,31.0,94.21341463414635,104.0
青岛,2019,1,29,36.0,71.83720930232558,120.0
济南,2018,8,14,37.0,22.0,116.0
北京,2019,6,8,39.0,64.02808988764045,116.0
乌鲁木齐,2019,2,23,44.0,51.39473684210526,87.0
济南,2018,8,3,36.0,83.24719101123596,117.0
上海,2018,8,4,32.0,52.0,121.0
昆明,2019,1,6,25.0,57.44578313253012,102.0
郑州,2019,2,28,34.0,94.5632183908046,114.0
郑州,2019,1,11,35.0,210.15833333333333,112.0
北京,2019,1,30,38.0,172.08333333333334,115.0
上海,2018,8,13,31.0,28.681318681318682,121.0
济南,2019,1,9,36.0,72.15079365079364,116.0
北京,2018,8,21,40.0,35.19047619047619,116.0
济南,2018,8,15,36.0,26.581967213114755,117.0
海口,2018,8,17,19.0,16.6,110.0
天津,2019,6,8,39.0,81.56451612903226,118.0
北京,2019,2,11,40.0,50.142857142857146,116.0
济南,2019,2,16,37.0,87.48611111111111,116.0
上海,2019,1,12,32.0,43.458333333333336,120.0
上海,2018,8,2,30.0,38.04651162790697,120.0
济南,2019,1,11,36.0,157.75,117.0
天津,2018,8,10,39.0,97.56481481481481,118.0
北京,2019,2,17,40.0,23.482142857142858,116.0
成都,2018,8,18,31.0,55.76470588235294,103.0
青岛,2019,2,28,36.0,206.32608695652175,119.0
成都,2019,2,13,31.0,61.25,103.0
天津,2018,8,9,38.0,70.8,117.0
济南,2018,8,15,35.0,31.235294117647058,115.0
厦门,2018,8,11,25.0,61.27777777777778,119.0
郑州,2018,8,28,35.0,102.11111111111111,112.0
天津,2019,1,31,39.0,40.413953488372094,117.0
昆明,2019,1,8,25.0,38.90243902439025,103.0
海口,2018,8,5,19.0,26.575757575757574,110.0
厦门,2018,8,7,25.0,31.27777777777778,118.0
成都,2019,2,17,31.0,55.92857142857143,104.0
乌鲁木齐,2019,2,16,43.0,89.77777777777777,87.0
济南,2018,8,28,36.0,67.05,117.0
天津,2019,1,17,39.0,82.97674418604652,116.0
乌鲁木齐,2018,8,19,43.0,46.05263157894737,88.0
呼和浩特,2018,8,13,40.0,46.642201834862384,111.0
成都,2019,2,1,30.0,80.10714285714286,103.0
上海,2018,8,19,31.0,25.78688524590164,121.0
郑州,2018,8,27,35.0,103.49411764705883,112.0
郑州,2019,1,4,34.0,335.87603305785126,113.0
昆明,2019,2,20,25.0,37.75,103.0
郑州,2019,1,12,35.0,179.42335766423358,112.0
厦门,2019,1,13,24.0,42.17341040462428,118.0
上海,2018,8,15,30.0,27.736842105263158,120.0
济南,2018,8,28,35.0,73.33333333333333,115.0
北京,2018,8,24,39.0,76.82142857142857,117.0
上海,2019,2,14,31.0,44.17821782178218,121.0
北京,2019,1,6,39.0,77.6891891891892,117.0
上海,2019,1,8,31.0,97.67489711934157,120.0
上海,2019,2,12,30.0,53.3448275862069,120.0
青岛,2019,2,18,36.0,72.95652173913044,119.0
成都,2019,1,30,31.0,79.58333333333333,103.0
郑州,2018,8,22,35.0,63.22857142857143,112.0
北京,2019,2,1,38.0,93.54166666666667,115.0
北京,2019,2,12,38.0,119.4888888888889,115.0
成都,2019,1,25,31.0,93.54166666666667,103.0
青岛,2019,2,18,35.0,49.595238095238095,120.0
乌鲁木齐,2019,1,14,43.0,240.9578947368421,87.0
厦门,2018,8,20,25.0,48.31578947368421,117.0
郑州,2019,2,23,35.0,250.50292397660817,113.0
济南,2018,8,3,36.0,87.92405063291139,116.0
成都,2019,1,17,31.0,106.51063829787235,104.0
青岛,2019,1,9,36.0,61.0,119.0
青岛,2018,8,1,36.0,50.928338762214985,120.0
厦门,2019,2,8,24.0,23.258278145695364,118.0
天津,2018,8,17,39.0,51.1948051948052,117.0
成都,2019,1,25,31.0,159.60655737704917,104.0
海口,2018,8,21,19.0,31.5,110.0
成都,2019,2,10,31.0,38.708333333333336,103.0
乌鲁木齐,2018,8,21,42.0,65.0,89.0
青岛,2019,2,26,36.0,54.78274760383387,120.0
昆明,2019,2,25,25.0,56.577777777777776,103.0
天津,2019,2,5,40.0,161.52173913043478,116.0
济南,2019,2,14,36.0,104.04347826086956,116.0
天津,2018,8,21,39.0,52.13793103448276,118.0
成都,2019,1,31,31.0,46.476190476190474,103.0
北京,2019,2,12,38.0,47.0,117.0
乌鲁木齐,2019,2,13,43.0,45.208333333333336,87.0
厦门,2019,1,2,25.0,19.875,119.0
天津,2018,8,14,39.0,31.691176470588236,117.0
厦门,2019,1,26,24.0,67.38333333333334,118.0
天津,2019,2,4,40.0,78.19444444444444,116.0
厦门,2018,8,20,24.0,45.03703703703704,117.0
北京,2019,1,3,38.0,257.65909090909093,115.0
青岛,2018,8,2,36.0,66.17647058823529,119.0
郑州,2018,8,31,33.0,57.82608695652174,113.0
昆明,2019,1,20,25.0,60.97826086956522,103.0
厦门,2019,1,11,25.0,62.03225806451613,119.0
厦门,2019,2,19,24.0,40.18487394957983,118.0
北京,2019,1,17,39.0,83.57142857142857,116.0
济南,2019,2,26,36.0,202.92753623188406,116.0
天津,2018,8,28,40.0,63.333333333333336,116.0
郑州,2019,2,13,35.0,189.34959349593495,112.0
昆明,2018,8,17,24.0,27.2,102.0
郑州,2018,8,28,34.0,66.66666666666667,114.0
济南,2019,2,5,36.0,145.66023166023166,117.0
昆明,2019,1,15,25.0,56.52173913043478,103.0
天津,2018,8,12,38.0,76.70731707317073,117.0
上海,2019,1,7,31.0,41.040485829959515,121.0
海口,2019,1,31,20.0,28.26388888888889,110.0
厦门,2019,1,21,24.0,75.63478260869566,118.0
成都,2019,1,21,30.0,68.89068825910931,104.0
郑州,2019,2,28,34.0,105.10185185185185,113.0
天津,2018,8,25,39.0,78.76683937823834,117.0
昆明,2019,1,10,24.0,31.03076923076923,102.0
厦门,2018,8,4,25.0,42.35,117.0
青岛,2018,8,4,37.0,47.625,119.0
厦门,2018,8,3,25.0,41.95652173913044,117.0
厦门,2019,1,10,24.0,74.56862745098039,117.0
济南,2018,8,24,36.0,70.31343283582089,117.0
昆明,2018,8,30,25.0,32.5,102.0
青岛,2018,8,14,35.0,36.0,120.0
呼和浩特,2019,1,26,40.0,71.34574468085107,111.0
济南,2018,8,15,36.0,27.850574712643677,116.0
青岛,2019,1,30,35.0,118.24285714285715,119.0
乌鲁木齐,2018,8,25,44.0,54.85,87.0
济南,2018,8,14,36.0,23.794117647058822,116.0
郑州,2019,2,5,35.0,259.5978835978836,113.0
青岛,2019,1,8,36.0,87.45,119.0
济南,2018,8,4,36.0,57.25,117.0
青岛,2019,1,25,35.0,69.49122807017544,119.0
天津,2018,8,2,39.0,114.97546012269939,116.0
海口,2019,1,14,20.0,31.29850746268657,110.0
北京,2019,2,18,38.0,158.56521739130434,115.0
呼和浩特,2018,8,18,41.0,42.05263157894737,111.0
青岛,2019,1,17,37.0,95.35,119.0
济南,2019,2,2,37.0,137.859375,116.0
济南,2019,1,18,36.0,132.77290836653387,117.0
青岛,2019,2,16,36.0,54.52173913043478,119.0
昆明,2019,1,13,25.0,44.19101123595506,102.0
天津,2019,1,13,38.0,307.0689655172414,117.0
成都,2019,1,21,31.0,57.78688524590164,104.0
厦门,2018,8,5,25.0,52.4375,118.0
郑州,2018,8,17,33.0,48.875,113.0
济南,2019,2,17,36.0,68.14285714285714,116.0
济南,2019,1,16,36.0,67.94323144104804,117.0
北京,2019,2,3,40.0,112.43119266055047,116.0
郑州,2019,1,31,34.0,75.75742574257426,113.0
成都,2019,1,21,31.0,45.958333333333336,103.0
成都,2018,8,5,30.0,53.06542056074766,104.0
天津,2019,1,4,38.0,92.14285714285714,117.0
厦门,2019,2,1,24.0,32.17277486910995,118.0
上海,2019,1,22,32.0,130.56140350877192,120.0
厦门,2019,2,27,25.0,67.24324324324324,119.0
济南,2018,8,1,37.0,76.75,116.0
上海,2019,2,19,32.0,33.285714285714285,120.0
郑州,2019,1,12,34.0,162.65,114.0
成都,2019,1,16,30.0,64.94594594594595,103.0
郑州,2019,1,14,35.0,131.86330935251797,112.0
成都,2018,8,4,31.0,36.0,103.0
乌鲁木齐,2018,8,23,44.0,47.47826086956522,87.0
济南,2019,2,12,37.0,180.52173913043478,116.0
郑州,2018,8,20,35.0,56.101694915254235,113.0
天津,2019,1,27,38.0,132.55555555555554,117.0
成都,2019,1,16,31.0,77.75,104.0
天津,2019,1,30,38.0,162.05084745762713,117.0
厦门,2019,1,27,25.0,45.51111111111111,119.0
海口,2019,6,10,19.0,24.022222222222222,110.0
呼和浩特,2019,2,24,40.0,39.216931216931215,111.0
成都,2019,2,16,31.0,60.10471204188482,104.0
天津,2019,1,26,40.0,32.63235294117647,116.0
天津,2019,1,1,39.0,96.97222222222223,118.0
青岛,2019,1,17,36.0,121.06818181818181,119.0
厦门,2018,8,4,25.0,60.42857142857143,118.0
厦门,2019,1,15,24.0,69.53333333333333,117.0
昆明,2019,1,3,25.0,39.17777777777778,103.0
北京,2019,1,9,38.0,105.77083333333333,115.0
厦门,2018,8,16,24.0,41.16923076923077,118.0
成都,2019,1,22,30.0,97.97835497835497,104.0
厦门,2019,1,11,24.0,66.81045751633987,118.0
郑州,2019,2,24,33.0,201.02105263157895,113.0
青岛,2019,1,21,35.0,92.51388888888889,119.0
上海,2018,8,20,31.0,43.958015267175576,120.0
上海,2018,8,4,32.0,59.333333333333336,120.0
上海,2018,8,4,31.0,49.67666666666667,120.0
济南,2019,1,27,37.0,117.15492957746478,116.0
青岛,2019,1,20,36.0,52.69767441860465,119.0
成都,2018,8,16,31.0,41.279661016949156,104.0
天津,2018,8,16,39.0,43.411764705882355,116.0
昆明,2019,1,24,25.0,47.03409090909091,102.0
上海,2019,1,24,32.0,124.96923076923076,120.0
天津,2018,8,27,39.0,87.27777777777777,116.0
海口,2019,2,27,20.0,32.12676056338028,110.0
天津,2018,8,3,40.0,83.42553191489361,116.0
郑州,2019,1,2,35.0,139.72268907563026,112.0
上海,2019,2,23,32.0,140.95652173913044,120.0
北京,2019,6,9,40.0,27.0375,116.0
上海,2018,8,25,31.0,40.61440677966102,120.0
海口,2018,8,31,20.0,35.971014492753625,110.0
济南,2018,8,11,37.0,84.1,116.0
上海,2018,8,23,31.0,58.46484375,120.0
济南,2019,2,19,36.0,160.97029702970298,117.0
厦门,2019,1,12,24.0,54.92156862745098,118.0
上海,2019,6,9,32.0,49.47826086956522,121.0
呼和浩特,2019,6,8,40.0,32.82098765432099,111.0
青岛,2019,6,9,36.0,44.147492625368734,120.0
郑州,2019,2,11,34.0,116.67420814479638,113.0
成都,2018,8,19,31.0,58.22222222222222,103.0
上海,2018,8,14,31.0,30.51271186440678,121.0
济南,2019,2,6,36.0,214.27083333333334,115.0
厦门,2019,1,8,25.0,28.0,118.0
乌鲁木齐,2019,1,28,43.0,116.29166666666667,87.0
郑州,2018,8,14,34.0,50.44444444444444,114.0
昆明,2019,2,11,25.0,43.51219512195122,103.0
济南,2019,1,26,36.0,79.23577235772358,117.0
海口,2019,1,25,20.0,52.27142857142857,110.0
济南,2018,8,13,36.0,56.15,115.0
厦门,2019,6,10,25.0,31.789473684210527,119.0
成都,2018,8,23,31.0,47.654545454545456,104.0
成都,2019,1,26,30.0,167.93939393939394,104.0
厦门,2019,1,29,25.0,32.23809523809524,118.0
济南,2019,1,20,36.0,70.17391304347827,116.0
上海,2019,1,28,31.0,64.6303317535545,121.0
乌鲁木齐,2019,1,19,43.0,162.58139534883722,87.0
昆明,2019,2,12,25.0,63.196969696969695,102.0
北京,2019,1,11,38.0,263.2857142857143,117.0
北京,2019,6,9,39.0,72.56338028169014,117.0
成都,2019,2,19,30.0,50.76923076923077,103.0
乌鲁木齐,2019,1,16,42.0,166.1304347826087,89.0
郑州,2019,1,26,34.0,73.81856540084388,113.0
厦门,2019,1,30,25.0,52.21951219512195,119.0
济南,2019,1,14,36.0,293.7674418604651,115.0
北京,2019,6,10,40.0,52.80821917808219,116.0
济南,2018,8,26,36.0,64.31818181818181,117.0
青岛,2018,8,18,36.0,36.294117647058826,119.0
郑州,2019,2,2,35.0,81.89208633093526,112.0
济南,2018,8,11,36.0,77.24264705882354,116.0
上海,2019,2,24,32.0,123.1864406779661,120.0
呼和浩特,2019,2,23,40.0,83.44864864864864,111.0
郑州,2019,2,26,35.0,223.856,112.0
郑州,2018,8,1,34.0,55.13917525773196,113.0
青岛,2019,2,8,35.0,34.25757575757576,119.0
厦门,2018,8,12,24.0,58.33112582781457,118.0
郑州,2019,1,28,33.0,173.66981132075472,113.0
成都,2018,8,24,31.0,58.05714285714286,104.0
厦门,2019,1,10,25.0,31.103448275862068,119.0
上海,2019,1,29,31.0,71.61654135338345,121.0
天津,2019,2,2,39.0,142.4795081967213,117.0
乌鲁木齐,2019,2,28,44.0,115.33333333333333,87.0
天津,2019,1,17,39.0,111.66428571428571,118.0
北京,2018,8,6,39.0,56.80327868852459,117.0
青岛,2019,1,31,36.0,55.38709677419355,119.0
济南,2019,1,2,36.0,236.0222222222222,115.0
上海,2018,8,1,31.0,39.83977900552486,120.0
天津,2018,8,1,39.0,100.32850241545894,116.0
成都,2019,2,13,30.0,64.22935779816514,103.0
昆明,2018,8,28,25.0,83.21428571428571,102.0
北京,2018,8,21,39.0,55.33898305084746,117.0
厦门,2018,8,6,25.0,55.8,119.0
成都,2019,1,15,30.0,79.91588785046729,103.0
郑州,2018,8,24,35.0,75.484375,113.0
天津,2019,1,7,38.0,89.98387096774194,117.0
成都,2019,1,10,30.0,109.16666666666667,104.0
厦门,2019,1,5,25.0,38.833333333333336,119.0
济南,2019,1,29,36.0,144.375,115.0
海口,2019,1,16,20.0,55.06349206349206,110.0
天津,2019,1,10,39.0,113.47517730496453,116.0
厦门,2019,6,9,25.0,34.52173913043478,118.0
厦门,2018,8,20,24.0,29.5968992248062,118.0
青岛,2019,1,28,35.0,82.77777777777777,120.0
天津,2018,8,28,39.0,52.75609756097561,117.0
青岛,2019,1,23,35.0,120.04166666666667,120.0
北京,2019,1,27,39.0,107.35123966942149,116.0
乌鲁木齐,2019,1,16,43.0,100.83018867924528,87.0
海口,2018,8,20,20.0,28.865671641791046,110.0
昆明,2019,1,19,25.0,54.40963855421687,102.0
青岛,2019,1,26,36.0,60.15243902439025,120.0
厦门,2019,1,18,24.0,71.26086956521739,117.0
天津,2018,8,6,39.0,62.38926174496644,116.0
天津,2018,8,19,39.0,45.7979797979798,118.0
济南,2019,1,27,36.0,87.73664122137404,117.0
乌鲁木齐,2019,1,16,44.0,157.4848484848485,87.0
海口,2018,8,14,19.0,19.125,110.0
天津,2019,1,6,39.0,71.82773109243698,117.0
乌鲁木齐,2019,1,23,44.0,148.575,87.0
海口,2019,6,8,19.0,17.325581395348838,110.0
天津,2018,8,20,40.0,48.96875,116.0
昆明,2019,1,22,25.0,51.38356164383562,102.0
上海,2019,2,28,30.0,54.47692307692308,120.0
昆明,2018,8,11,24.0,44.10526315789474,102.0
厦门,2019,1,16,24.0,43.723076923076924,117.0
乌鲁木齐,2018,8,23,42.0,65.94117647058823,89.0
上海,2018,8,20,30.0,36.85294117647059,120.0
天津,2018,8,20,38.0,51.745098039215684,117.0
北京,2019,1,31,38.0,44.5625,117.0
北京,2018,8,9,39.0,48.27388535031847,116.0
上海,2019,1,6,30.0,61.3134328358209,120.0
乌鲁木齐,2018,8,26,42.0,43.333333333333336,89.0
乌鲁木齐,2018,8,1,43.0,81.81052631578947,87.0
昆明,2019,2,19,24.0,35.75757575757576,102.0
郑州,2019,6,8,33.0,66.4,113.0
上海,2019,2,24,30.0,155.48936170212767,120.0
青岛,2019,6,8,37.0,60.625,119.0
成都,2018,8,28,30.0,57.166666666666664,103.0
成都,2018,8,12,31.0,37.473684210526315,104.0
成都,2019,1,23,31.0,83.0,103.0
上海,2019,2,7,32.0,61.36,120.0
厦门,2019,2,16,25.0,21.11111111111111,118.0
乌鲁木齐,2018,8,9,42.0,59.53333333333333,89.0
郑州,2019,2,21,35.0,269.4166666666667,113.0
海口,2019,1,13,20.0,41.81159420289855,110.0
郑州,2019,1,24,35.0,135.68840579710144,112.0
成都,2019,2,28,31.0,72.58100558659218,104.0
济南,2019,2,4,36.0,128.62237762237763,116.0
上海,2019,1,4,30.0,68.03125,120.0
济南,2019,1,13,36.0,229.77083333333334,115.0
郑州,2019,1,14,34.0,281.8557692307692,113.0
上海,2019,1,25,32.0,51.888888888888886,120.0
成都,2018,8,5,31.0,39.90909090909091,103.0
北京,2019,2,20,38.0,315.53333333333336,115.0
上海,2019,1,9,32.0,31.25,120.0
济南,2019,1,5,37.0,64.09722222222223,116.0
天津,2019,2,8,40.0,42.44776119402985,116.0
济南,2019,6,8,36.0,76.54545454545455,117.0
郑州,2019,2,22,33.0,162.93617021276594,113.0
上海,2018,8,6,32.0,54.27450980392157,120.0
昆明,2019,1,11,25.0,45.611111111111114,102.0
上海,2019,2,2,31.0,89.08403361344538,120.0
乌鲁木齐,2018,8,3,43.0,41.76190476190476,88.0
郑州,2018,8,3,34.0,83.19148936170212,114.0
呼和浩特,2018,8,15,40.0,42.8469387755102,111.0
北京,2019,1,19,38.0,108.47826086956522,117.0
上海,2019,2,14,32.0,49.77049180327869,120.0
上海,2019,1,19,32.0,136.21428571428572,120.0
呼和浩特,2019,2,18,40.0,60.42,111.0
天津,2019,2,19,38.0,154.125,117.0
成都,2019,2,11,31.0,52.125,103.0
厦门,2019,2,27,25.0,50.72727272727273,118.0
昆明,2018,8,25,25.0,71.55555555555556,103.0
北京,2019,1,29,38.0,207.11111111111111,115.0
北京,2019,2,6,39.0,62.96774193548387,117.0
乌鲁木齐,2019,1,22,44.0,58.675,87.0
青岛,2019,1,11,37.0,163.5,119.0
上海,2019,2,6,30.0,84.25396825396825,120.0
海口,2019,2,24,20.0,18.634615384615383,110.0
昆明,2018,8,22,24.0,42.945945945945944,102.0
郑州,2018,8,14,35.0,53.104,113.0
