city,year,month,day,avg(la),avg(AQI),avg(lo)
青岛,2019,1,18,36.0,138.52272727272728,119.0
海口,2019,1,7,19.0,36.57446808510638,110.0
上海,2019,1,12,30.0,48.274193548387096,120.0
北京,2019,2,20,39.0,184.07692307692307,117.0
北京,2019,6,10,39.0,80.82352941176471,117.0
天津,2019,1,31,39.0,34.5609756097561,116.0
北京,2019,2,25,40.0,48.92783505154639,116.0
天津,2019,2,19,39.0,140.72173913043477,118.0
北京,2019,2,8,39.0,48.88306451612903,116.0
北京,2019,2,22,39.0,221.90740740740742,116.0
成都,2018,8,1,31.0,34.7,103.0
昆明,2018,8,30,24.0,38.1,102.0
天津,2019,1,12,39.0,329.03076923076924,118.0
上海,2019,1,5,30.0,42.666666666666664,120.0
青岛,2018,8,15,35.0,32.285714285714285,120.0
成都,2019,2,2,30.0,94.30357142857143,103.0
郑州,2019,2,11,35.0,115.43386243386243,113.0
昆明,2019,2,28,25.0,30.541666666666668,103.0
上海,2019,1,23,30.0,112.61764705882354,120.0
昆明,2019,2,25,24.0,49.06306306306306,102.0
青岛,2018,8,25,35.0,44.83076923076923,119.0
济南,2019,1,9,37.0,63.04347826086956,116.0
天津,2019,2,21,40.0,55.775510204081634,116.0
济南,2018,8,5,36.0,55.678260869565214,116.0
青岛,2018,8,30,35.0,22.666666666666668,119.0
郑州,2019,2,2,34.0,171.7719298245614,114.0
厦门,2018,8,17,25.0,41.25,117.0
乌鲁木齐,2019,2,18,43.0,102.56338028169014,87.0
青岛,2019,1,13,37.0,217.08333333333334,119.0
厦门,2018,8,31,25.0,21.681818181818183,119.0
天津,2019,1,9,39.0,73.21897810218978,118.0
天津,2019,2,26,39.0,90.9568345323741,118.0
海口,2019,1,31,19.0,27.59090909090909,110.0
郑州,2018,8,7,34.0,56.294117647058826,114.0
厦门,2019,2,15,25.0,34.15384615384615,118.0
济南,2019,2,15,37.0,110.54411764705883,116.0
青岛,2018,8,9,36.0,56.8235294117647,119.0
上海,2018,8,14,30.0,27.02857142857143,120.0
上海,2018,8,9,32.0,48.26229508196721,120.0
成都,2018,8,31,30.0,59.85245901639344,104.0
呼和浩特,2019,2,20,40.0,100.75287356321839,111.0
上海,2018,8,5,32.0,62.47540983606557,120.0
上海,2019,1,19,31.0,105.90114068441065,121.0
天津,2019,1,18,39.0,124.70925110132158,116.0
乌鲁木齐,2019,2,9,44.0,133.4,87.0
郑州,2019,1,4,34.0,344.12820512820514,114.0
济南,2018,8,14,36.0,26.0,117.0
昆明,2019,2,26,25.0,41.27272727272727,102.0
上海,2019,6,10,32.0,36.55,121.0
成都,2019,1,7,30.0,119.42063492063492,104.0
成都,2019,1,27,30.0,135.53456221198158,104.0
天津,2019,1,5,39.0,33.275555555555556,116.0
厦门,2019,2,11,24.0,25.032894736842106,118.0
厦门,2019,2,18,25.0,26.060606060606062,119.0
乌鲁木齐,2018,8,3,44.0,67.38095238095238,87.0
上海,2019,1,28,31.0,90.2280701754386,120.0
青岛,2019,2,3,36.0,146.9148264984227,120.0
上海,2019,2,18,32.0,22.896551724137932,120.0
海口,2019,6,9,19.0,18.571428571428573,110.0
乌鲁木齐,2019,2,18,44.0,147.8409090909091,87.0
厦门,2019,1,20,25.0,50.64705882352941,118.0
天津,2018,8,12,39.0,70.08411214953271,118.0
青岛,2019,2,2,36.0,116.16216216216216,119.0
呼和浩特,2019,1,1,40.0,63.651898734177216,111.0
成都,2018,8,30,31.0,56.5625,104.0
天津,2018,8,11,39.0,79.95260663507109,117.0
乌鲁木齐,2019,1,7,43.0,224.46478873239437,87.0
成都,2019,2,25,30.0,66.68852459016394,104.0
乌鲁木齐,2019,1,7,44.0,216.25,87.0
济南,2018,8,6,35.0,53.642857142857146,115.0
昆明,2019,6,9,24.0,24.593220338983052,102.0
济南,2019,1,7,37.0,171.95384615384614,116.0
北京,2019,1,27,38.0,145.70833333333334,117.0
乌鲁木齐,2018,8,28,43.0,55.6,87.0
厦门,2019,1,29,25.0,46.57142857142857,119.0
天津,2018,8,20,39.0,47.85616438356164,116.0
昆明,2018,8,9,25.0,34.54545454545455,103.0
北京,2018,8,4,39.0,74.96969696969697,117.0
青岛,2018,8,18,35.0,42.83050847457627,119.0
上海,2019,2,4,32.0,139.67164179104478,120.0
北京,2019,2,11,38.0,147.68421052631578,117.0
海口,2018,8,12,19.0,22.205882352941178,110.0
天津,2019,1,3,38.0,165.5737704918033,117.0
厦门,2019,1,23,25.0,71.2,119.0
天津,2018,8,26,39.0,62.023809523809526,117.0
郑州,2018,8,24,35.0,89.74193548387096,112.0
昆明,2019,2,5,24.0,71.9875,102.0
天津,2019,6,10,39.0,82.81228668941979,117.0
成都,2019,1,18,31.0,101.04301075268818,104.0
成都,2019,2,19,30.0,61.21457489878542,104.0
郑州,2019,1,26,35.0,77.75555555555556,113.0
上海,2019,2,24,31.0,166.54807692307693,120.0
青岛,2019,1,10,37.0,74.66666666666667,119.0
青岛,2019,2,8,36.0,27.272727272727273,119.0
北京,2018,8,28,40.0,62.75,116.0
青岛,2019,2,16,36.0,49.20795107033639,120.0
上海,2018,8,17,32.0,49.5,121.0
厦门,2019,2,19,25.0,65.25,119.0
济南,2018,8,5,36.0,55.233870967741936,117.0
海口,2019,2,25,19.0,36.73913043478261,110.0
厦门,2019,1,19,25.0,36.0625,118.0
海口,2019,1,18,20.0,50.07575757575758,110.0
呼和浩特,2019,1,5,40.0,69.11827956989248,111.0
厦门,2019,2,7,25.0,71.84615384615384,119.0
上海,2019,1,1,31.0,56.54029850746269,120.0
上海,2018,8,5,31.0,54.621212121212125,120.0
济南,2018,8,18,36.0,43.94871794871795,115.0
呼和浩特,2018,8,14,40.0,43.92156862745098,111.0
乌鲁木齐,2019,2,2,43.0,75.58333333333333,87.0
成都,2019,1,24,31.0,107.72727272727273,103.0
天津,2019,1,20,39.0,56.23776223776224,118.0
天津,2019,1,3,40.0,123.7741935483871,116.0
郑州,2018,8,23,35.0,81.94623655913979,112.0
北京,2018,8,6,38.0,47.06578947368421,115.0
济南,2018,8,17,36.0,58.333333333333336,117.0
上海,2019,2,19,31.0,42.93333333333333,121.0
北京,2018,8,28,39.0,57.5,116.0
北京,2019,1,28,38.0,181.64583333333334,115.0
呼和浩特,2018,8,23,41.0,52.94117647058823,111.0
青岛,2019,1,8,35.0,109.07142857142857,119.0
天津,2019,1,20,39.0,33.333333333333336,116.0
北京,2018,8,20,40.0,42.3968253968254,116.0
厦门,2019,2,27,24.0,80.1029411764706,117.0
济南,2019,2,3,36.0,152.1921568627451,117.0
成都,2019,1,19,30.0,88.03448275862068,104.0
昆明,2019,1,4,24.0,29.18095238095238,102.0
郑州,2018,8,19,35.0,36.74528301886792,113.0
成都,2019,1,27,31.0,61.23809523809524,103.0
海口,2018,8,3,20.0,30.175675675675677,110.0
成都,2019,2,15,31.0,62.04848484848485,104.0
天津,2018,8,10,40.0,57.48275862068966,116.0
郑州,2018,8,26,34.0,101.83333333333333,114.0
青岛,2019,1,19,37.0,94.20833333333333,119.0
厦门,2019,1,20,25.0,68.55,119.0
厦门,2018,8,1,25.0,79.61111111111111,119.0
济南,2018,8,31,36.0,37.130434782608695,115.0
昆明,2019,1,9,24.0,18.967741935483872,102.0
昆明,2019,2,18,25.0,31.591549295774648,102.0
昆明,2019,6,8,24.0,25.482758620689655,102.0
成都,2019,2,7,31.0,49.333333333333336,103.0
成都,2018,8,27,30.0,57.55882352941177,103.0
郑州,2019,1,9,35.0,67.65053763440861,113.0
乌鲁木齐,2019,2,2,44.0,82.11904761904762,87.0
天津,2019,1,23,38.0,90.2,117.0
青岛,2018,8,23,36.0,51.65151515151515,120.0
成都,2019,2,16,30.0,67.3135593220339,103.0
北京,2019,2,7,38.0,38.36842105263158,117.0
青岛,2019,2,1,35.0,103.73584905660377,119.0
海口,2019,2,10,20.0,24.680555555555557,110.0
青岛,2019,2,13,35.0,93.87692307692308,119.0
天津,2019,1,6,39.0,90.55140186915888,116.0
上海,2019,2,11,32.0,62.1764705882353,120.0
厦门,2018,8,26,25.0,19.0,118.0
郑州,2018,8,6,35.0,61.81578947368421,113.0
成都,2018,8,13,31.0,35.92857142857143,103.0
厦门,2019,1,12,25.0,53.94736842105263,119.0
郑州,2019,2,8,34.0,54.1566265060241,114.0
上海,2019,1,7,32.0,41.04081632653061,120.0
厦门,2019,2,12,25.0,19.714285714285715,118.0
厦门,2019,2,22,25.0,21.384615384615383,118.0
昆明,2019,2,17,25.0,50.18181818181818,102.0
济南,2019,2,15,36.0,134.45669291338584,116.0
天津,2019,1,31,39.0,46.0709219858156,118.0
上海,2019,1,10,31.0,26.848275862068967,121.0
北京,2019,1,30,40.0,68.12612612612612,116.0
青岛,2019,2,27,35.0,41.64,120.0
呼和浩特,2019,1,25,40.0,32.67515923566879,111.0
成都,2018,8,31,30.0,55.66355140186916,103.0
厦门,2019,2,10,25.0,19.4375,118.0
成都,2018,8,22,30.0,27.375,103.0
呼和浩特,2019,2,26,40.0,85.61267605633803,111.0
上海,2018,8,13,31.0,32.17279411764706,120.0
济南,2018,8,15,36.0,34.35294117647059,115.0
青岛,2019,1,6,35.0,84.19148936170212,120.0
济南,2019,1,24,36.0,132.33877551020407,117.0
乌鲁木齐,2019,2,1,44.0,79.38636363636364,87.0
昆明,2018,8,16,24.0,40.25,102.0
呼和浩特,2018,8,17,40.0,38.29032258064516,111.0
郑州,2019,2,9,34.0,66.18681318681318,114.0
青岛,2019,2,27,35.0,42.193548387096776,119.0
厦门,2019,1,17,24.0,53.47142857142857,117.0
乌鲁木齐,2019,2,5,44.0,162.9375,87.0
青岛,2019,1,21,35.0,72.80434782608695,120.0
济南,2018,8,20,35.0,43.57142857142857,115.0
济南,2019,1,18,36.0,139.83333333333334,115.0
乌鲁木齐,2018,8,9,43.0,30.875,88.0
青岛,2019,2,22,37.0,99.19047619047619,119.0
乌鲁木齐,2019,1,15,44.0,220.41176470588235,87.0
厦门,2018,8,16,24.0,34.77777777777778,117.0
乌鲁木齐,2019,2,20,43.0,227.70093457943926,87.0
济南,2019,2,17,36.0,53.65277777777778,117.0
青岛,2019,2,21,35.0,184.75,119.0
青岛,2019,1,11,35.0,125.75,119.0
上海,2019,2,4,31.0,144.52405063291138,120.0
呼和浩特,2018,8,31,40.0,36.641304347826086,111.0
呼和浩特,2019,2,10,40.0,65.63157894736842,111.0
昆明,2019,1,6,25.0,48.04347826086956,103.0
天津,2018,8,25,38.0,73.33333333333333,117.0
厦门,2018,8,28,25.0,41.333333333333336,117.0
济南,2019,1,24,36.0,136.85294117647058,116.0
上海,2019,2,25,31.0,119.38848920863309,120.0
天津,2019,1,4,39.0,72.2018779342723,117.0
成都,2019,1,9,31.0,71.5909090909091,103.0
济南,2019,2,22,36.0,162.206008583691,117.0
济南,2019,1,28,36.0,96.52380952380952,115.0
海口,2019,1,6,20.0,38.333333333333336,110.0
昆明,2019,2,14,25.0,57.369565217391305,103.0
成都,2019,2,18,30.0,33.020833333333336,103.0
厦门,2019,2,1,25.0,25.54054054054054,119.0
济南,2019,1,4,36.0,230.41538461538462,116.0
昆明,2018,8,21,25.0,78.91428571428571,103.0
郑州,2019,1,7,34.0,254.1904761904762,114.0
厦门,2019,2,20,24.0,89.32786885245902,117.0
成都,2019,2,2,31.0,55.291666666666664,103.0
郑州,2019,1,11,34.0,241.77380952380952,113.0
济南,2019,2,7,36.0,55.57553956834533,116.0
海口,2019,6,9,20.0,24.06578947368421,110.0
天津,2019,1,4,40.0,55.348837209302324,116.0
济南,2018,8,5,35.0,40.0,115.0
厦门,2018,8,15,25.0,17.571428571428573,119.0
海口,2018,8,2,20.0,30.345238095238095,110.0
厦门,2018,8,23,24.0,41.516129032258064,118.0
济南,2019,1,11,37.0,196.46969696969697,116.0
上海,2019,2,2,31.0,71.6574074074074,121.0
天津,2019,1,25,38.0,56.24285714285714,117.0
天津,2018,8,24,39.0,41.98837209302326,116.0
昆明,2019,1,4,25.0,38.857142857142854,103.0
上海,2019,1,9,31.0,43.40909090909091,120.0
成都,2018,8,9,30.0,36.71052631578947,103.0
上海,2018,8,6,31.0,42.62761506276151,121.0
北京,2019,1,19,39.0,41.16153846153846,116.0
北京,2018,8,30,38.0,44.0,117.0
乌鲁木齐,2019,2,5,42.0,140.66666666666666,89.0
青岛,2019,6,8,36.0,57.18181818181818,119.0
海口,2019,1,30,19.0,28.85,110.0
济南,2019,2,17,37.0,118.575,116.0
成都,2018,8,14,31.0,79.54330708661418,104.0
呼和浩特,2019,2,15,40.0,30.120253164556964,111.0
郑州,2019,1,5,33.0,245.47706422018348,113.0
北京,2019,1,28,38.0,50.86363636363637,117.0
上海,2018,8,25,32.0,45.66101694915254,120.0
青岛,2019,1,26,36.0,58.787234042553195,119.0
天津,2019,2,12,39.0,91.70138888888889,118.0
呼和浩特,2018,8,20,40.0,50.60162601626016,111.0
上海,2019,2,16,31.0,66.71621621621621,120.0
天津,2019,2,5,39.0,181.01388888888889,118.0
乌鲁木齐,2019,1,21,44.0,89.8048780487805,87.0
上海,2019,2,21,31.0,96.37777777777778,120.0
上海,2019,1,30,31.0,55.30578512396694,120.0
昆明,2019,2,2,24.0,36.08791208791209,102.0
青岛,2019,2,5,35.0,106.53125,120.0
上海,2018,8,19,31.0,27.390243902439025,120.0
北京,2019,2,4,38.0,129.5625,115.0
青岛,2019,1,21,36.0,100.1086956521739,119.0
青岛,2018,8,13,36.0,33.765957446808514,120.0
海口,2018,8,12,20.0,22.642857142857142,110.0
昆明,2019,1,17,25.0,53.095238095238095,103.0
济南,2018,8,22,35.0,97.25,115.0
青岛,2019,2,6,37.0,98.33333333333333,119.0
呼和浩特,2019,2,6,40.0,112.4090909090909,111.0
天津,2019,2,14,38.0,29.41304347826087,117.0
海口,2019,1,4,20.0,21.764705882352942,110.0
成都,2019,6,8,31.0,58.21604938271605,104.0
厦门,2019,2,1,24.0,51.77777777777778,117.0
天津,2019,1,29,39.0,122.73134328358209,117.0
呼和浩特,2018,8,27,41.0,77.8125,111.0
厦门,2018,8,25,24.0,33.401709401709404,118.0
上海,2019,1,26,32.0,38.838235294117645,120.0
郑州,2019,1,7,33.0,288.96666666666664,113.0
乌鲁木齐,2019,1,29,43.0,69.32786885245902,87.0
青岛,2019,2,4,36.0,119.125,119.0
济南,2018,8,25,36.0,89.45714285714286,115.0
郑州,2019,1,14,35.0,254.48333333333332,113.0
济南,2019,1,14,36.0,325.6058394160584,116.0
上海,2018,8,9,31.0,52.775590551181104,120.0
海口,2019,2,26,20.0,33.54929577464789,110.0
成都,2018,8,16,31.0,36.666666666666664,103.0
北京,2019,2,14,38.0,29.333333333333332,117.0
上海,2019,2,20,31.0,71.41463414634147,121.0
北京,2019,1,14,40.0,88.71,116.0
天津,2019,1,19,39.0,41.105932203389834,116.0
青岛,2018,8,13,35.0,33.5,120.0
青岛,2018,8,28,35.0,28.833333333333332,119.0
郑州,2018,8,5,34.0,50.945945945945944,114.0
厦门,2018,8,10,24.0,44.3359375,118.0
北京,2018,8,3,39.0,79.06926406926407,116.0
厦门,2019,2,28,24.0,87.87878787878788,117.0
海口,2018,8,31,19.0,36.34782608695652,110.0
济南,2018,8,9,36.0,77.9047619047619,116.0
济南,2019,2,4,36.0,125.38888888888889,117.0
昆明,2019,2,9,24.0,35.275510204081634,102.0
北京,2019,1,7,38.0,91.6842105263158,117.0
厦门,2018,8,26,24.0,18.5,117.0
济南,2019,2,19,36.0,162.34285714285716,116.0
郑州,2019,1,3,34.0,228.0327868852459,114.0
上海,2019,1,13,31.0,119.26726726726727,120.0
天津,2019,1,10,40.0,77.41666666666667,116.0
厦门,2018,8,17,25.0,46.2,118.0
北京,2019,1,1,38.0,97.05,117.0
北京,2019,6,10,39.0,66.03636363636363,116.0
上海,2019,2,18,30.0,30.71641791044776,120.0
北京,2019,1,3,38.0,163.1764705882353,117.0
北京,2019,1,10,38.0,185.0909090909091,115.0
上海,2018,8,10,30.0,70.35,120.0
厦门,2019,1,9,25.0,21.789473684210527,118.0
厦门,2018,8,2,24.0,50.07453416149068,118.0
青岛,2018,8,23,35.0,39.36363636363637,119.0
北京,2018,8,10,38.0,61.55263157894737,115.0
成都,2019,2,17,30.0,57.18,104.0
青岛,2018,8,5,35.0,36.15,120.0
济南,2018,8,23,37.0,58.44444444444444,116.0
海口,2018,8,7,19.0,19.885714285714286,110.0
北京,2018,8,10,39.0,95.89855072463769,117.0
成都,2018,8,30,30.0,73.9,103.0
济南,2018,8,26,36.0,71.66666666666667,115.0
济南,2018,8,21,36.0,72.97169811320755,117.0
天津,2019,2,6,38.0,57.125,117.0
上海,2018,8,22,30.0,25.107142857142858,120.0
北京,2019,1,20,40.0,34.7787610619469,116.0
青岛,2018,8,31,37.0,36.015151515151516,119.0
郑州,2019,1,25,35.0,127.77372262773723,112.0
天津,2019,2,9,39.0,28.431192660550458,116.0
上海,2019,2,11,31.0,48.04135338345865,120.0
北京,2018,8,8,39.0,33.554545454545455,116.0
海口,2019,2,16,20.0,22.181818181818183,110.0
海口,2018,8,24,20.0,28.9375,110.0
昆明,2018,8,18,25.0,36.6,103.0
青岛,2019,2,5,35.0,147.7887323943662,119.0
天津,2018,8,13,39.0,75.4401913875598,117.0
成都,2019,2,26,30.0,63.52884615384615,103.0
济南,2019,6,10,36.0,59.797687861271676,117.0
厦门,2018,8,26,24.0,35.85,118.0
青岛,2018,8,4,36.0,44.27509293680298,120.0
昆明,2018,8,8,25.0,41.21052631578947,102.0
厦门,2018,8,28,25.0,24.666666666666668,119.0
济南,2018,8,30,36.0,56.45454545454545,117.0
青岛,2018,8,15,35.0,33.333333333333336,119.0
郑州,2019,2,18,34.0,83.95161290322581,114.0
北京,2018,8,1,39.0,97.35856573705179,116.0
乌鲁木齐,2019,1,12,43.0,246.81208053691276,87.0
成都,2018,8,14,30.0,48.55263157894737,103.0
成都,2018,8,3,31.0,26.357142857142858,103.0
北京,2018,8,27,39.0,87.54545454545455,116.0
青岛,2018,8,17,36.0,43.333333333333336,119.0
郑州,2018,8,8,35.0,68.2063492063492,113.0
成都,2019,1,29,31.0,100.08620689655173,104.0
厦门,2019,1,24,24.0,63.5,118.0
青岛,2018,8,12,36.0,50.1,119.0
上海,2018,8,20,32.0,91.25,121.0
郑州,2019,2,27,33.0,96.01315789473684,113.0
北京,2019,6,8,39.0,81.75757575757575,117.0
昆明,2019,2,15,25.0,37.52272727272727,103.0
乌鲁木齐,2018,8,8,44.0,67.28571428571429,87.0
郑州,2018,8,13,35.0,55.16528925619835,113.0
厦门,2018,8,2,25.0,43.23809523809524,119.0
北京,2019,1,13,39.0,306.0,117.0
青岛,2018,8,17,35.0,39.5,119.0
青岛,2019,2,23,35.0,162.40983606557376,119.0
上海,2019,1,22,31.0,124.01329787234043,120.0
厦门,2018,8,5,25.0,42.0,117.0
济南,2018,8,2,37.0,78.27272727272727,116.0
郑州,2018,8,8,34.0,59.611111111111114,114.0
郑州,2019,2,17,34.0,103.46296296296296,114.0
天津,2019,2,25,39.0,83.59036144578313,116.0
天津,2019,6,9,38.0,76.26984126984127,117.0
上海,2019,2,1,31.0,78.14732142857143,121.0
青岛,2018,8,9,37.0,48.6,119.0
青岛,2018,8,10,36.0,64.76470588235294,119.0
天津,2018,8,11,38.0,86.68,117.0
成都,2018,8,7,31.0,45.944954128440365,104.0
厦门,2019,1,19,24.0,80.45070422535211,117.0
济南,2019,2,12,36.0,138.0,115.0
郑州,2018,8,2,35.0,72.85906040268456,113.0
天津,2019,1,15,38.0,85.05660377358491,117.0
北京,2018,8,10,39.0,76.55491329479769,116.0
北京,2019,2,13,38.0,63.395833333333336,115.0
青岛,2018,8,9,35.0,65.93333333333334,120.0
上海,2019,2,6,32.0,102.21739130434783,120.0
郑州,2019,1,23,35.0,90.4962962962963,112.0
昆明,2019,1,27,24.0,36.479166666666664,102.0
乌鲁木齐,2019,6,10,43.0,35.28181818181818,87.0
天津,2018,8,4,39.0,69.61847389558233,117.0
海口,2019,2,21,20.0,22.71014492753623,110.0
厦门,2018,8,7,24.0,67.67857142857143,117.0
海口,2019,2,28,19.0,24.854166666666668,110.0
天津,2018,8,10,39.0,76.98611111111111,116.0
上海,2018,8,17,32.0,33.35294117647059,120.0
乌鲁木齐,2018,8,24,43.0,65.37142857142857,87.0
青岛,2019,2,6,36.0,131.67532467532467,120.0
郑州,2019,2,28,35.0,136.67567567567568,113.0
昆明,2018,8,17,25.0,43.18181818181818,103.0
上海,2019,2,22,31.0,62.693333333333335,121.0
厦门,2019,2,12,24.0,44.310344827586206,117.0
郑州,2018,8,7,33.0,56.354838709677416,113.0
上海,2019,1,15,32.0,121.80851063829788,120.0
成都,2018,8,8,30.0,35.354838709677416,103.0
成都,2019,2,9,31.0,55.18181818181818,103.0
乌鲁木齐,2018,8,22,44.0,45.375,87.0
青岛,2019,1,20,37.0,43.21739130434783,119.0
郑州,2019,2,4,34.0,83.77380952380952,113.0
成都,2019,2,8,30.0,72.18018018018019,103.0
厦门,2018,8,11,24.0,57.24657534246575,118.0
呼和浩特,2018,8,7,40.0,25.0,111.0
上海,2018,8,7,30.0,45.0,120.0
上海,2019,2,1,32.0,89.78378378378379,120.0
昆明,2019,2,24,25.0,52.48888888888889,103.0
厦门,2019,6,8,25.0,50.391304347826086,119.0
厦门,2019,1,17,25.0,52.65,119.0
成都,2019,1,11,30.0,83.7883817427386,104.0
天津,2019,2,9,38.0,34.78,117.0
呼和浩特,2018,8,23,40.0,53.90384615384615,111.0
济南,2019,1,22,36.0,122.5625,115.0
天津,2019,6,9,40.0,26.319148936170212,116.0
天津,2019,2,14,39.0,60.19047619047619,118.0
青岛,2019,1,7,35.0,162.2888888888889,120.0
北京,2019,2,6,39.0,78.95275590551181,116.0
北京,2019,2,3,39.0,128.6067415730337,117.0
济南,2019,2,23,36.0,182.1631205673759,116.0
成都,2019,1,9,31.0,110.3699421965318,104.0
北京,2019,1,27,40.0,80.48333333333333,116.0
乌鲁木齐,2018,8,6,44.0,75.9375,87.0
青岛,2019,1,15,36.0,94.29729729729729,119.0
昆明,2019,1,2,25.0,40.32608695652174,103.0
成都,2019,2,9,30.0,56.874015748031496,104.0
济南,2018,8,3,37.0,80.5,116.0
呼和浩特,2019,1,29,40.0,94.26881720430107,111.0
北京,2019,1,4,39.0,62.89041095890411,117.0
厦门,2019,1,31,25.0,46.911764705882355,119.0
上海,2018,8,26,30.0,28.0,120.0
郑州,2019,1,24,33.0,186.23170731707316,113.0
北京,2019,2,26,38.0,71.79545454545455,115.0
昆明,2019,6,10,24.0,26.89830508474576,102.0
昆明,2018,8,24,25.0,83.78947368421052,103.0
成都,2018,8,6,31.0,48.2,103.0
厦门,2019,2,9,25.0,16.676470588235293,119.0
青岛,2019,1,6,35.0,81.74647887323944,119.0
济南,2018,8,3,35.0,90.25,115.0
北京,2019,2,11,39.0,66.11067193675889,116.0
北京,2019,1,30,38.0,159.05263157894737,117.0
上海,2019,1,30,32.0,32.90163934426229,120.0
北京,2019,1,30,39.0,79.54285714285714,116.0
济南,2019,2,9,36.0,59.645833333333336,115.0
青岛,2019,1,17,36.0,97.88852459016394,120.0
济南,2018,8,10,36.0,90.46875,115.0
呼和浩特,2019,2,21,40.0,95.12209302325581,111.0
济南,2019,1,6,36.0,132.45652173913044,115.0
青岛,2018,8,28,36.0,35.666666666666664,119.0
上海,2019,2,17,31.0,42.48809523809524,120.0
厦门,2018,8,27,25.0,38.2,117.0
成都,2019,1,17,30.0,105.09486166007905,104.0
青岛,2019,2,12,35.0,113.44444444444444,119.0
呼和浩特,2019,2,13,40.0,35.9572192513369,111.0
天津,2018,8,1,40.0,82.47916666666667,116.0
天津,2019,1,30,39.0,131.73758865248226,118.0
成都,2019,2,25,31.0,41.23076923076923,103.0
北京,2018,8,1,39.0,94.96296296296296,117.0
上海,2019,2,3,31.0,111.5925925925926,120.0
天津,2018,8,11,39.0,73.12605042016807,116.0
青岛,2019,1,15,37.0,76.68181818181819,119.0
成都,2018,8,22,30.0,37.17272727272727,104.0
天津,2018,8,24,39.0,53.4,118.0
上海,2019,2,22,30.0,69.6,120.0
上海,2018,8,30,32.0,47.333333333333336,120.0
青岛,2019,1,24,36.0,76.51803278688524,120.0
厦门,2018,8,8,25.0,45.0,117.0
天津,2019,2,2,39.0,171.21527777777777,118.0
青岛,2018,8,16,36.0,42.411764705882355,119.0
青岛,2019,1,17,35.0,88.92307692307692,120.0
上海,2019,1,7,30.0,56.42857142857143,120.0
天津,2018,8,23,39.0,64.98850574712644,118.0
成都,2018,8,8,31.0,34.219298245614034,104.0
北京,2019,2,19,40.0,53.82142857142857,116.0
天津,2018,8,9,40.0,57.470588235294116,116.0
昆明,2018,8,28,25.0,58.833333333333336,103.0
厦门,2019,1,11,25.0,49.25,118.0
郑州,2019,1,3,34.0,198.93939393939394,113.0
昆明,2018,8,7,24.0,38.70967741935484,102.0
